RingSize, Wall clock time, User time, System time, Memory (kbytes)
3, 9.04, 12.48, 1.28
4, 1.87, 4.54, 0.55
5, 1.79, 4.46, 0.54
6, 1.73, 4.50, 0.52
7, 1.70, 4.48, 0.51
8, 1.76, 4.63, 0.55
9, 1.83, 4.29, 0.53
10, 1.77, 4.63, 0.54
11, 1.72, 4.48, 0.53
12, 1.77, 4.66, 0.54
13, 1.85, 4.64, 0.56
14, 1.94, 4.74, 0.55
15, 1.77, 4.60, 0.51
3, 1.70, 4.47, 0.53
4, 3.03, 4.62, 0.62
5, 1.85, 4.65, 0.57
6, 2.72, 4.59, 0.56
7, 1.76, 4.62, 0.55
8, 1.71, 4.49, 0.52
9, 1.82, 4.54, 0.52
10, 1.71, 4.47, 0.51
11, 1.75, 4.58, 0.53
12, 1.82, 4.69, 0.54
13, 1.99, 4.62, 0.54
14, 1.80, 4.66, 0.52
15, 1.81, 4.61, 0.54
3, 1.74, 4.51, 0.52
4, 1.69, 4.41, 0.52
5, 2.21, 4.44, 0.58
6, 2.18, 4.50, 0.53
7, 1.70, 4.46, 0.53
8, 2.37, 4.50, 0.54
9, 1.80, 4.58, 0.56
10, 2.61, 4.51, 0.54
11, 1.83, 4.71, 0.54
12, 2.07, 4.63, 0.53
13, 1.77, 4.59, 0.53
14, 1.82, 4.74, 0.55
15, 1.79, 4.59, 0.52
3, 1.70, 4.52, 0.54
4, 1.66, 4.41, 0.49
5, 1.69, 4.49, 0.53
6, 1.87, 4.40, 0.58
7, 2.55, 4.55, 0.54
8, 1.73, 4.58, 0.52
9, 1.76, 4.57, 0.53
10, 1.80, 4.65, 0.55
11, 2.11, 4.58, 0.54
12, 2.51, 4.60, 0.54
13, 1.78, 4.47, 0.52
14, 3.32, 4.69, 0.56
15, 1.80, 4.59, 0.54
3, 1.61, 4.26, 0.48
4, 1.69, 4.43, 0.52
5, 1.73, 4.62, 0.54
6, 1.67, 4.44, 0.51
7, 1.67, 4.44, 0.50
8, 1.68, 4.44, 0.50
9, 1.76, 4.58, 0.53
10, 1.71, 4.46, 0.51
11, 1.78, 4.62, 0.53
12, 1.82, 4.82, 0.57
13, 1.89, 4.61, 0.56
14, 2.15, 4.64, 0.53
15, 1.88, 4.57, 0.51
3, 1.67, 4.43, 0.52
4, 1.73, 4.53, 0.51
5, 2.06, 4.47, 0.53
6, 1.71, 4.53, 0.53
7, 1.68, 4.42, 0.51
8, 1.75, 4.58, 0.53
9, 2.60, 4.61, 0.53
10, 1.71, 4.50, 0.51
